id,value
대한민국,
대한민국.강원도,
대한민국.부산광역시.수영구.여자(내),89488
대한민국.부산광역시.수영구.남자(외),752
대한민국.부산광역시.수영구.여자(외),949
대한민국.부산광역시.서구,
대한민국.부산광역시.서구.남자(내),48966
대한민국.부산광역시.서구.여자(내),52862
대한민국.부산광역시.서구.남자(외),1418
대한민국.부산광역시.서구.여자(외),884
대한민국.부산광역시.사하구,
대한민국.부산광역시.사하구.남자(내),148945
대한민국.부산광역시.사하구.여자(내),151835
대한민국.부산광역시.사하구.남자(외),2971
대한민국.부산광역시.사하구.여자(외),2039
대한민국.부산광역시.사상구,
대한민국.부산광역시.사상구.남자(내),103251
대한민국.부산광역시.사상구.여자(내),102951
대한민국.부산광역시.사상구.남자(외),2971
대한민국.부산광역시.사상구.여자(외),2615
대한민국.부산광역시.북구,
대한민국.부산광역시.북구.남자(내),136652
대한민국.부산광역시.북구.여자(내),140431
대한민국.부산광역시.북구.남자(외),1178
대한민국.부산광역시.북구.여자(외),1554
대한민국.부산광역시.부산진구,
대한민국.부산광역시.부산진구.남자(내),166720
대한민국.부산광역시.부산진구.여자(내),181439
대한민국.부산광역시.부산진구.남자(외),1149
대한민국.부산광역시.부산진구.여자(외),1893
대한민국.부산광역시.동래구,
대한민국.부산광역시.동래구.남자(내),125423
대한민국.부산광역시.동래구.여자(내),133143
대한민국.부산광역시.동래구.남자(외),431
대한민국.부산광역시.동래구.여자(외),841
대한민국.부산광역시.동구,
대한민국.부산광역시.동구.남자(내),40836
대한민국.부산광역시.동구.여자(내),43029
대한민국.부산광역시.동구.남자(외),1022
대한민국.부산광역시.동구.여자(외),1148
대한민국.부산광역시.남구,
대한민국.부산광역시.남구.남자(내),126145
대한민국.부산광역시.남구.여자(내),132011
대한민국.부산광역시.남구.남자(외),3267
대한민국.부산광역시.남구.여자(외),3333
대한민국.부산광역시.기장군,
대한민국.부산광역시.기장군.남자(내),83865
대한민국.부산광역시.기장군.여자(내),86565
대한민국.부산광역시.기장군.남자(외),1595
대한민국.부산광역시.기장군.여자(외),877
대한민국.부산광역시.금정구,
대한민국.부산광역시.금정구.남자(내),111654
대한민국.부산광역시.금정구.여자(내),117134
대한민국.부산광역시.금정구.남자(외),1922
대한민국.부산광역시.금정구.여자(외),2886
대한민국.부산광역시.강서구,
대한민국.부산광역시.강서구.남자(내),70277
대한민국.부산광역시.강서구.여자(내),66203
대한민국.부산광역시.강서구.남자(외),4652
대한민국.부산광역시.강서구.여자(외),978
대한민국.서울특별시,
대한민국.서울특별시.중랑구,
대한민국.서울특별시.중랑구.남자(내),183625
대한민국.서울특별시.중랑구.여자(내),189818
대한민국.서울특별시.중랑구.남자(외),2739
대한민국.서울특별시.중랑구.여자(외),4125
대한민국.서울특별시.중구,
대한민국.서울특별시.중구.남자(내),55338
대한민국.서울특별시.중구.여자(내),59604
대한민국.서울특별시.중구.남자(외),5319
대한민국.서울특별시.중구.여자(외),6049
대한민국.서울특별시.종로구,
대한민국.서울특별시.종로구.남자(내),66679
대한민국.서울특별시.종로구.여자(내),71234
대한민국.서울특별시.종로구.남자(외),4688
대한민국.서울특별시.종로구.여자(외),6256
대한민국.서울특별시.은평구,
대한민국.서울특별시.은평구.남자(내),215799
대한민국.서울특별시.은평구.여자(내),235862
대한민국.서울특별시.은평구.남자(외),2356
대한민국.서울특별시.은평구.여자(외),3368
대한민국.서울특별시.용산구,
대한민국.서울특별시.용산구.남자(내),98233
대한민국.서울특별시.용산구.여자(내),107055
대한민국.서울특별시.용산구.남자(외),8677
대한민국.서울특별시.용산구.여자(외),7723
대한민국.서울특별시.영등포구,
대한민국.서울특별시.영등포구.남자(내),176870
대한민국.서울특별시.영등포구.여자(내),182772
대한민국.서울특별시.영등포구.남자(외),23157
대한민국.서울특별시.영등포구.여자(외),20185
대한민국.서울특별시.양천구,
대한민국.서울특별시.양천구.남자(내),209715
대한민국.서울특별시.양천구.여자(내),218367
대한민국.서울특별시.양천구.남자(외),2255
대한민국.서울특별시.양천구.여자(외),3036
대한민국.서울특별시.송파구,
대한민국.서울특별시.송파구.남자(내),300957
대한민국.서울특별시.송파구.여자(내),324020
대한민국.서울특별시.송파구.남자(외),4492
대한민국.서울특별시.송파구.여자(외),5251
대한민국.서울특별시.성북구,
대한민국.서울특별시.성북구.남자(내),202349
대한민국.서울특별시.성북구.여자(내),220079
대한민국.서울특별시.성북구.남자(외),5079
대한민국.서울특별시.성북구.여자(외),8002
대한민국.서울특별시.성동구,
대한민국.서울특별시.성동구.남자(내),134666
대한민국.서울특별시.성동구.여자(내),141607
대한민국.서울특별시.성동구.남자(외),4515
대한민국.서울특별시.성동구.여자(외),5681
대한민국.서울특별시.서초구,
대한민국.서울특별시.서초구.남자(내),183941
대한민국.서울특별시.서초구.여자(내),201209
대한민국.서울특별시.서초구.남자(외),3494
대한민국.서울특별시.서초구.여자(외),3658
대한민국.서울특별시.서대문구,
대한민국.서울특별시.서대문구.남자(내),141184
대한민국.서울특별시.서대문구.여자(내),158728
대한민국.서울특별시.서대문구.남자(외),5374
대한민국.서울특별시.서대문구.여자(외),9261
대한민국.서울특별시.마포구,
대한민국.서울특별시.마포구.남자(내),165874
대한민국.서울특별시.마포구.여자(내),186958
대한민국.서울특별시.마포구.남자(외),4993
대한민국.서울특별시.마포구.여자(외),7367
대한민국.서울특별시.동작구,
대한민국.서울특별시.동작구.남자(내),180871
대한민국.서울특별시.동작구.여자(내),192800
대한민국.서울특별시.동작구.남자(외),6440
대한민국.서울특별시.동작구.여자(외),7983
대한민국.서울특별시.동대문구,
대한민국.서울특별시.동대문구.남자(내),161761
대한민국.서울특별시.동대문구.여자(내),167331
대한민국.서울특별시.동대문구.남자(외),7648
대한민국.서울특별시.동대문구.여자(외),11461
대한민국.서울특별시.도봉구,
대한민국.서울특별시.도봉구.남자(내),148314
대한민국.서울특별시.도봉구.여자(내),157854
대한민국.서울특별시.도봉구.남자(외),1099
대한민국.서울특별시.도봉구.여자(외),1933
대한민국.서울특별시.노원구,
대한민국.서울특별시.노원구.남자(내),239746
대한민국.서울특별시.노원구.여자(내),258511
대한민국.서울특별시.노원구.남자(외),2425
대한민국.서울특별시.노원구.여자(외),3247
대한민국.서울특별시.금천구,
대한민국.서울특별시.금천구.남자(내),111914
대한민국.서울특별시.금천구.여자(내),110277
대한민국.서울특별시.금천구.남자(외),13554
대한민국.서울특별시.금천구.여자(외),11653
대한민국.서울특별시.구로구,
대한민국.서울특별시.구로구.남자(내),188733
대한민국.서울특별시.구로구.여자(내),194601
대한민국.서울특별시.구로구.남자(외),23542
대한민국.서울특별시.구로구.여자(외),19344
대한민국.서울특별시.광진구,
대한민국.서울특별시.광진구.남자(내),158337
대한민국.서울특별시.광진구.여자(내),170058
대한민국.서울특별시.광진구.남자(외),8132
대한민국.서울특별시.광진구.여자(외),10572
대한민국.서울특별시.관악구,
대한민국.서울특별시.관악구.남자(내),237734
대한민국.서울특별시.관악구.여자(내),235529
대한민국.서울특별시.관악구.남자(외),10080
대한민국.서울특별시.관악구.여자(외),12434
대한민국.서울특별시.강서구,
대한민국.서울특별시.강서구.남자(내),264921
대한민국.서울특별시.강서구.여자(내),286549
대한민국.서울특별시.강서구.남자(외),3609
대한민국.서울특별시.강서구.여자(외),4758
대한민국.서울특별시.강북구,
대한민국.서울특별시.강북구.남자(내),139416
대한민국.서울특별시.강북구.여자(내),148277
대한민국.서울특별시.강북구.남자(외),1849
대한민국.서울특별시.강북구.여자(외),3069
대한민국.서울특별시.강동구,
대한민국.서울특별시.강동구.남자(내),218091
대한민국.서울특별시.강동구.여자(내),226708
대한민국.서울특별시.강동구.남자(외),2825
대한민국.서울특별시.강동구.여자(외),3475
대한민국.서울특별시.강남구,
대한민국.서울특별시.강남구.남자(내),236619
대한민국.서울특별시.강남구.여자(내),257552
대한민국.서울특별시.강남구.남자(외),4223
대한민국.서울특별시.강남구.여자(외),4625
대한민국.세종특별자치시,
대한민국.세종특별자치시.세종시,
대한민국.세종특별자치시.세종시.남자(내),179460
대한민국.세종특별자치시.세종시.여자(내),179776
대한민국.세종특별자치시.세종시.남자(외),4156
대한민국.세종특별자치시.세종시.여자(외),2835
대한민국.울산광역시,
대한민국.울산광역시.중구,
대한민국.울산광역시.중구.남자(내),104710
대한민국.울산광역시.중구.여자(내),102165
대한민국.울산광역시.중구.남자(외),1086
대한민국.울산광역시.중구.여자(외),1594
대한민국.울산광역시.울주군,
대한민국.울산광역시.울주군.남자(내),111176
대한민국.울산광역시.울주군.여자(내),103769
대한민국.울산광역시.울주군.남자(외),6103
대한민국.울산광역시.울주군.여자(외),3116
대한민국.울산광역시.북구,
대한민국.울산광역시.북구.남자(내),110501
대한민국.울산광역시.북구.여자(내),102576
대한민국.울산광역시.북구.남자(외),1722
대한민국.울산광역시.북구.여자(외),1350
대한민국.울산광역시.동구,
대한민국.울산광역시.동구.남자(내),79274
대한민국.울산광역시.동구.여자(내),72133
대한민국.울산광역시.동구.남자(외),2642
대한민국.울산광역시.동구.여자(외),1529
대한민국.울산광역시.남구,
대한민국.울산광역시.남구.남자(내),157767
대한민국.울산광역시.남구.여자(내),151294
대한민국.울산광역시.남구.남자(외),3226
대한민국.울산광역시.남구.여자(외),3020
대한민국.인천광역시,
대한민국.인천광역시.중구,
대한민국.인천광역시.중구.남자(내),70465
대한민국.인천광역시.중구.여자(내),66142
대한민국.인천광역시.중구.남자(외),2630
대한민국.인천광역시.중구.여자(외),2521
대한민국.인천광역시.옹진군,
대한민국.인천광역시.옹진군.남자(내),10721
대한민국.인천광역시.옹진군.여자(내),7982
대한민국.인천광역시.옹진군.남자(외),191
대한민국.인천광역시.옹진군.여자(외),90
대한민국.인천광역시.연수구,
대한민국.인천광역시.연수구.남자(내),188497
대한민국.인천광역시.연수구.여자(내),191200
대한민국.인천광역시.연수구.남자(외),10282
대한민국.인천광역시.연수구.여자(외),9615
대한민국.인천광역시.서구,
대한민국.인천광역시.서구.남자(내),269444
대한민국.인천광역시.서구.여자(내),265204
대한민국.인천광역시.서구.남자(외),10465
대한민국.인천광역시.서구.여자(외),5913
대한민국.인천광역시.부평구,
대한민국.인천광역시.부평구.남자(내),233036
대한민국.인천광역시.부평구.여자(내),239253
대한민국.인천광역시.부평구.남자(외),11174
대한민국.인천광역시.부평구.여자(외),11178
대한민국.인천광역시.미추홀구,
대한민국.인천광역시.미추홀구.남자(내),201127
대한민국.인천광역시.미추홀구.여자(내),197870
대한민국.인천광역시.미추홀구.남자(외),6397
대한민국.인천광역시.미추홀구.여자(외),6628
대한민국.인천광역시.동구,
대한민국.인천광역시.동구.남자(내),30009
대한민국.인천광역시.동구.여자(내),29854
대한민국.인천광역시.동구.남자(외),631
대한민국.인천광역시.동구.여자(외),559
대한민국.인천광역시.남동구,
대한민국.인천광역시.남동구.남자(내),250105
대한민국.인천광역시.남동구.여자(내),254665
대한민국.인천광역시.남동구.남자(외),10157
대한민국.인천광역시.남동구.여자(외),6238
대한민국.인천광역시.계양구,
대한민국.인천광역시.계양구.남자(내),141989
대한민국.인천광역시.계양구.여자(내),144343
대한민국.인천광역시.계양구.남자(외),1955
대한민국.인천광역시.계양구.여자(외),2680
대한민국.인천광역시.강화군,
대한민국.인천광역시.강화군.남자(내),32279
대한민국.인천광역시.강화군.여자(내),32480
대한민국.인천광역시.강화군.남자(외),648
대한민국.인천광역시.강화군.여자(외),427
대한민국.전라남도,
대한민국.전라남도.화순군,
대한민국.전라남도.화순군.남자(내),28606
대한민국.전라남도.화순군.여자(내),30418
대한민국.전라남도.화순군.남자(외),482
대한민국.전라남도.화순군.여자(외),630
대한민국.전라남도.해남군,
대한민국.전라남도.해남군.남자(내),30376
대한민국.전라남도.해남군.여자(내),31064
대한민국.전라남도.해남군.남자(외),1061
대한민국.전라남도.해남군.여자(외),741
대한민국.전라남도.함평군,
대한민국.전라남도.함평군.남자(내),14201
대한민국.전라남도.함평군.여자(내),14306
대한민국.전라남도.함평군.남자(외),459
대한민국.전라남도.함평군.여자(외),403
대한민국.전라남도.진도군,
대한민국.전라남도.진도군.남자(내),13543
대한민국.전라남도.진도군.여자(내),13708
대한민국.전라남도.진도군.남자(외),1427
대한민국.전라남도.진도군.여자(외),335
대한민국.전라남도.장흥군,
대한민국.전라남도.장흥군.남자(내),16367
대한민국.전라남도.장흥군.여자(내),17188
대한민국.전라남도.장흥군.남자(외),317
대한민국.전라남도.장흥군.여자(외),396
대한민국.전라남도.장성군,
대한민국.전라남도.장성군.남자(내),19691
대한민국.전라남도.장성군.여자(내),19616
대한민국.전라남도.장성군.남자(외),755
대한민국.전라남도.장성군.여자(외),542
대한민국.전라남도.완도군,
대한민국.전라남도.완도군.남자(내),22463
대한민국.전라남도.완도군.여자(내),21986
대한민국.전라남도.완도군.남자(외),2261
대한민국.전라남도.완도군.여자(외),500
대한민국.전라남도.영암군,
대한민국.전라남도.영암군.남자(내),26064
대한민국.전라남도.영암군.여자(내),24198
대한민국.전라남도.영암군.남자(외),4148
대한민국.전라남도.영암군.여자(외),1588
대한민국.전라남도.영광군,
대한민국.전라남도.영광군.남자(내),23735
대한민국.전라남도.영광군.여자(내),24016
대한민국.전라남도.영광군.남자(외),705
대한민국.전라남도.영광군.여자(외),525
대한민국.전라남도.여수시,
대한민국.전라남도.여수시.남자(내),134168
대한민국.전라남도.여수시.여자(내),128253
대한민국.전라남도.여수시.남자(외),4330
대한민국.전라남도.여수시.여자(외),1936
대한민국.전라남도.신안군,
대한민국.전라남도.신안군.남자(내),17433
대한민국.전라남도.신안군.여자(내),15586
대한민국.전라남도.신안군.남자(외),666
대한민국.전라남도.신안군.여자(외),315
대한민국.전라남도.순천시,
대한민국.전라남도.순천시.남자(내),135112
대한민국.전라남도.순천시.여자(내),135867
대한민국.전라남도.순천시.남자(외),1283
대한민국.전라남도.순천시.여자(외),1565
대한민국.전라남도.보성군,
대한민국.전라남도.보성군.남자(내),17573
대한민국.전라남도.보성군.여자(내),18829
대한민국.전라남도.보성군.남자(외),225
대한민국.전라남도.보성군.여자(외),354
대한민국.전라남도.무안군,
대한민국.전라남도.무안군.남자(내),44209
대한민국.전라남도.무안군.여자(내),43737
대한민국.전라남도.무안군.남자(외),1200
대한민국.전라남도.무안군.여자(외),948
대한민국.전라남도.목포시,
대한민국.전라남도.목포시.남자(내),108409
대한민국.전라남도.목포시.여자(내),108552
대한민국.전라남도.목포시.남자(외),2422
대한민국.전라남도.목포시.여자(외),1795
대한민국.전라남도.담양군,
대한민국.전라남도.담양군.남자(내),21230
대한민국.전라남도.담양군.여자(내),21546
대한민국.전라남도.담양군.남자(외),600
대한민국.전라남도.담양군.여자(외),658
대한민국.전라남도.나주시,
대한민국.전라남도.나주시.남자(내),55517
대한민국.전라남도.나주시.여자(내),55990
대한민국.전라남도.나주시.남자(외),1965
대한민국.전라남도.나주시.여자(외),1666
대한민국.전라남도.구례군,
대한민국.전라남도.구례군.남자(내),11235
대한민국.전라남도.구례군.여자(내),12032
대한민국.전라남도.구례군.남자(외),90
대한민국.전라남도.구례군.여자(외),186
대한민국.전라남도.광양시,
대한민국.전라남도.광양시.남자(내),74406
대한민국.전라남도.광양시.여자(내),67630
대한민국.전라남도.광양시.남자(외),944
대한민국.전라남도.광양시.여자(외),1246
대한민국.전라남도.곡성군,
대한민국.전라남도.곡성군.남자(내),12864
대한민국.전라남도.곡성군.여자(내),13328
대한민국.전라남도.곡성군.남자(외),313
대한민국.전라남도.곡성군.여자(외),276
대한민국.전라남도.고흥군,
대한민국.전라남도.고흥군.남자(내),27959
대한민국.전라남도.고흥군.여자(내),29606
대한민국.전라남도.고흥군.남자(외),799
대한민국.전라남도.고흥군.여자(외),509
대한민국.전라남도.강진군,
대한민국.전라남도.강진군.남자(내),15239
대한민국.전라남도.강진군.여자(내),16109
대한민국.전라남도.강진군.남자(외),268
대한민국.전라남도.강진군.여자(외),325
대한민국.전라북도,
대한민국.전라북도.진안군,
대한민국.전라북도.진안군.남자(내),11183
대한민국.전라북도.진안군.여자(내),11130
대한민국.전라북도.진안군.남자(외),168
대한민국.전라북도.진안군.여자(외),279
대한민국.전라북도.정읍시,
대한민국.전라북도.정읍시.남자(내),49939
대한민국.전라북도.정읍시.여자(내),51049
대한민국.전라북도.정읍시.남자(외),2045
대한민국.전라북도.정읍시.여자(외),1430
대한민국.전라북도.전주시,
대한민국.전라북도.전주시.남자(내),325887
대한민국.전라북도.전주시.여자(내),333015
대한민국.전라북도.전주시.남자(외),5364
대한민국.전라북도.전주시.여자(외),6145
대한민국.전라북도.장수군,
대한민국.전라북도.장수군.남자(내),9894
대한민국.전라북도.장수군.여자(내),9982
대한민국.전라북도.장수군.남자(외),177
대한민국.전라북도.장수군.여자(외),282
대한민국.전라북도.임실군,
대한민국.전라북도.임실군.남자(내),12433
대한민국.전라북도.임실군.여자(내),12172
대한민국.전라북도.임실군.남자(외),142
대한민국.전라북도.임실군.여자(외),250
대한민국.전라북도.익산시,
대한민국.전라북도.익산시.남자(내),137098
대한민국.전라북도.익산시.여자(내),136847
대한민국.전라북도.익산시.남자(외),3068
대한민국.전라북도.익산시.여자(외),3137
대한민국.전라북도.완주군,
대한민국.전라북도.완주군.남자(내),46451
대한민국.전라북도.완주군.여자(내),44441
대한민국.전라북도.완주군.남자(외),2400
대한민국.전라북도.완주군.여자(외),1737
대한민국.전라북도.완산구,
대한민국.전라북도.완산구.남자(내),164807
대한민국.전라북도.완산구.여자(내),172090
대한민국.전라북도.완산구.남자(외),2586
대한민국.전라북도.완산구.여자(외),2911
대한민국.전라북도.순창군,
대한민국.전라북도.순창군.남자(내),12174
대한민국.전라북도.순창군.여자(내),12859
대한민국.전라북도.순창군.남자(외),159
대한민국.전라북도.순창군.여자(외),291
대한민국.전라북도.부안군,
대한민국.전라북도.부안군.남자(내),23161
대한민국.전라북도.부안군.여자(내),23520
대한민국.전라북도.부안군.남자(외),591
대한민국.전라북도.부안군.여자(외),484
대한민국.전라북도.무주군,
대한민국.전라북도.무주군.남자(내),10933
대한민국.전라북도.무주군.여자(내),11094
대한민국.전라북도.무주군.남자(외),78
대한민국.전라북도.무주군.여자(외),200
대한민국.전라북도.덕진구,
대한민국.전라북도.덕진구.남자(내),161080
대한민국.전라북도.덕진구.여자(내),160925
대한민국.전라북도.덕진구.남자(외),2778
대한민국.전라북도.덕진구.여자(외),3234
대한민국.전라북도.남원시,
대한민국.전라북도.남원시.남자(내),36888
대한민국.전라북도.남원시.여자(내),38385
대한민국.전라북도.남원시.남자(외),508
대한민국.전라북도.남원시.여자(외),770
대한민국.전라북도.김제시,
대한민국.전라북도.김제시.남자(내),37127
대한민국.전라북도.김제시.여자(내),38489
대한민국.전라북도.김제시.남자(외),1594
대한민국.전라북도.김제시.여자(외),788
대한민국.전라북도.군산시,
대한민국.전라북도.군산시.남자(내),131613
대한민국.전라북도.군산시.여자(내),128248
대한민국.전라북도.군산시.남자(외),4800
대한민국.전라북도.군산시.여자(외),2974
대한민국.전라북도.고창군,
대한민국.전라북도.고창군.남자(내),24833
대한민국.전라북도.고창군.여자(내),25161
대한민국.전라북도.고창군.남자(외),587
대한민국.전라북도.고창군.여자(외),599
대한민국.제주특별자치도,
대한민국.제주특별자치도.제주시,
대한민국.제주특별자치도.제주시.남자(내),238636
대한민국.제주특별자치도.제주시.여자(내),238334
대한민국.제주특별자치도.제주시.남자(외),9308
대한민국.제주특별자치도.제주시.여자(외),7591
대한민국.제주특별자치도.서귀포시,
대한민국.제주특별자치도.서귀포시.남자(내),85885
대한민국.제주특별자치도.서귀포시.여자(내),85042
대한민국.제주특별자치도.서귀포시.남자(외),4980
대한민국.제주특별자치도.서귀포시.여자(외),3331
대한민국.충청남도,
대한민국.충청남도.홍성군,
대한민국.충청남도.홍성군.남자(내),48803
대한민국.충청남도.홍성군.여자(내),49463
대한민국.충청남도.홍성군.남자(외),2152
대한민국.충청남도.홍성군.여자(외),1200
대한민국.충청남도.태안군,
대한민국.충청남도.태안군.남자(내),29681
대한민국.충청남도.태안군.여자(내),28642
대한민국.충청남도.태안군.남자(외),1361
대한민국.충청남도.태안군.여자(외),601
대한민국.충청남도.청양군,
대한민국.충청남도.청양군.남자(내),14886
대한민국.충청남도.청양군.여자(내),14335
대한민국.충청남도.청양군.남자(외),436
대한민국.충청남도.청양군.여자(외),446
대한민국.충청남도.천안시,
대한민국.충청남도.천안시.남자(내),333702
대한민국.충청남도.천안시.여자(내),321708
대한민국.충청남도.천안시.남자(외),16038
대한민국.충청남도.천안시.여자(외),12440
대한민국.충청남도.예산군,
대한민국.충청남도.예산군.남자(내),36855
대한민국.충청남도.예산군.여자(내),36593
대한민국.충청남도.예산군.남자(외),1998
대한민국.충청남도.예산군.여자(외),1044
대한민국.충청남도.아산시,
대한민국.충청남도.아산시.남자(내),166242
대한민국.충청남도.아산시.여자(내),154142
대한민국.충청남도.아산시.남자(외),16697
대한민국.충청남도.아산시.여자(외),11646
대한민국.충청남도.서천군,
대한민국.충청남도.서천군.남자(내),23650
대한민국.충청남도.서천군.여자(내),24608
대한민국.충청남도.서천군.남자(외),1286
대한민국.충청남도.서천군.여자(외),468
대한민국.충청남도.서산시,
대한민국.충청남도.서산시.남자(내),89453
대한민국.충청남도.서산시.여자(내),82020
대한민국.충청남도.서산시.남자(외),3288
대한민국.충청남도.서산시.여자(외),2736
대한민국.충청남도.서북구,
대한민국.충청남도.서북구.남자(내),203692
대한민국.충청남도.서북구.여자(내),193295
대한민국.충청남도.서북구.남자(외),8931
대한민국.충청남도.서북구.여자(외),7134
대한민국.충청남도.부여군,
대한민국.충청남도.부여군.남자(내),30065
대한민국.충청남도.부여군.여자(내),30723
대한민국.충청남도.부여군.남자(외),817
대한민국.충청남도.부여군.여자(외),810
대한민국.충청남도.보령시,
대한민국.충청남도.보령시.남자(내),47415
대한민국.충청남도.보령시.여자(내),45998
대한민국.충청남도.보령시.남자(외),2949
대한민국.충청남도.보령시.여자(외),1028
대한민국.충청남도.동남구,
대한민국.충청남도.동남구.남자(내),130010
대한민국.충청남도.동남구.여자(내),128413
대한민국.충청남도.동남구.남자(외),7107
대한민국.충청남도.동남구.여자(외),5306
대한민국.충청남도.당진시,
대한민국.충청남도.당진시.남자(내),85940
대한민국.충청남도.당진시.여자(내),75539
대한민국.충청남도.당진시.남자(외),5120
대한민국.충청남도.당진시.여자(외),2908
대한민국.충청남도.논산시,
대한민국.충청남도.논산시.남자(내),55794
대한민국.충청남도.논산시.여자(내),56074
대한민국.충청남도.논산시.남자(외),2648
대한민국.충청남도.논산시.여자(외),2746
대한민국.충청남도.금산군,
대한민국.충청남도.금산군.남자(내),24813
대한민국.충청남도.금산군.여자(내),24840
대한민국.충청남도.금산군.남자(외),1333
대한민국.충청남도.금산군.여자(외),1450
대한민국.충청남도.공주시,
대한민국.충청남도.공주시.남자(내),51409
대한민국.충청남도.공주시.여자(내),52802
대한민국.충청남도.공주시.남자(외),1373
대한민국.충청남도.공주시.여자(외),1331
대한민국.충청남도.계룡시,
대한민국.충청남도.계룡시.남자(내),20500
대한민국.충청남도.계룡시.여자(내),20653
대한민국.충청남도.계룡시.남자(외),114
대한민국.충청남도.계룡시.여자(외),148
대한민국.충청북도,
대한민국.충청북도.흥덕구,
대한민국.충청북도.흥덕구.남자(내),134316
대한민국.충청북도.흥덕구.여자(내),131051
대한민국.충청북도.흥덕구.남자(외),4317
대한민국.충청북도.흥덕구.여자(외),3799
대한민국.충청북도.충주시,
대한민국.충청북도.충주시.남자(내),105756
대한민국.충청북도.충주시.여자(내),102694
대한민국.충청북도.충주시.남자(외),4170
대한민국.충청북도.충주시.여자(외),2729
대한민국.충청북도.청주시,
대한민국.충청북도.청주시.남자(내),421236
대한민국.충청북도.청주시.여자(내),415798
대한민국.충청북도.청주시.남자(외),10371
대한민국.충청북도.청주시.여자(외),9518
대한민국.충청북도.청원구,
대한민국.충청북도.청원구.남자(내),98717
대한민국.충청북도.청원구.여자(내),94003
대한민국.충청북도.청원구.남자(외),3125
대한민국.충청북도.청원구.여자(외),2458
대한민국.충청북도.진천군,
대한민국.충청북도.진천군.남자(내),43193
대한민국.충청북도.진천군.여자(내),39228
대한민국.충청북도.진천군.남자(외),6135
대한민국.충청북도.진천군.여자(외),3223
대한민국.충청북도.증평군,
대한민국.충청북도.증평군.남자(내),18305
대한민국.충청북도.증평군.여자(내),17106
대한민국.충청북도.증평군.남자(외),645
대한민국.충청북도.증평군.여자(외),596
대한민국.충청북도.제천시,
대한민국.충청북도.제천시.남자(내),66027
대한민국.충청북도.제천시.여자(내),65613
대한민국.충청북도.제천시.남자(외),997
대한민국.충청북도.제천시.여자(외),1113
대한민국.충청북도.음성군,
대한민국.충청북도.음성군.남자(내),46472
대한민국.충청북도.음성군.여자(내),41472
대한민국.충청북도.음성군.남자(외),9058
대한민국.충청북도.음성군.여자(외),3864
대한민국.충청북도.옥천군,
대한민국.충청북도.옥천군.남자(내),23822
대한민국.충청북도.옥천군.여자(내),23747
대한민국.충청북도.옥천군.남자(외),540
대한민국.충청북도.옥천군.여자(외),398
대한민국.충청북도.영동군,
대한민국.충청북도.영동군.남자(내),22201
대한민국.충청북도.영동군.여자(내),22310
대한민국.충청북도.영동군.남자(외),583
대한민국.충청북도.영동군.여자(외),452
대한민국.충청북도.서원구,
대한민국.충청북도.서원구.남자(내),94637
대한민국.충청북도.서원구.여자(내),96310
대한민국.충청북도.서원구.남자(외),2263
대한민국.충청북도.서원구.여자(외),2316
대한민국.충청북도.상당구,
대한민국.충청북도.상당구.남자(내),93566
대한민국.충청북도.상당구.여자(내),94434
대한민국.충청북도.상당구.남자(외),666
대한민국.충청북도.상당구.여자(외),945
대한민국.충청북도.보은군,
대한민국.충청북도.보은군.남자(내),15192
대한민국.충청북도.보은군.여자(내),15022
대한민국.충청북도.보은군.남자(외),351
대한민국.충청북도.보은군.여자(외),364
대한민국.충청북도.단양군,
대한민국.충청북도.단양군.남자(내),13492
대한민국.충청북도.단양군.여자(내),13183
대한민국.충청북도.단양군.남자(외),92
대한민국.충청북도.단양군.여자(외),170
대한민국.충청북도.괴산군,
대한민국.충청북도.괴산군.남자(내),18666
대한민국.충청북도.괴산군.여자(내),17598
대한민국.충청북도.괴산군.남자(외),769
대한민국.충청북도.괴산군.여자(외),493
